age,height_cm,weight_kgs,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),primary_position,body_type_clean,continent,pace_index,shooting_index,passing_index,dribbling_index,defending_index,physical_index,growth,position_group
19,185.42,74.8,53,70,120000.0,1000.0,Right,1,3,2,CM,Lean,Europe,63.5,46.833333333333336,49.0,53.666666666666664,43.0,61.25,17,Midfielder
30,182.88,78.9,72,72,3000000.0,9000.0,Left,1,4,3,ST,Lean,South America,64.0,75.5,69.0,69.0,43.2,68.0,0,Attacker
30,185.42,83.9,68,68,900000.0,4000.0,Right,1,3,3,ST,Normal,North America,76.5,63.166666666666664,50.5,64.33333333333333,42.4,81.75,0,Attacker
28,187.96,77.1,78,80,10000000.0,48000.0,Right,1,3,2,CB,Normal,Europe,62.5,35.5,51.666666666666664,62.166666666666664,79.0,74.0,2,Defender
31,152.4,73.9,69,69,1000000.0,8000.0,Right,1,3,3,RM,Lean,Europe,69.5,65.83333333333333,65.16666666666667,65.66666666666667,54.0,65.0,0,Midfielder
24,195.58,92.1,66,69,675000.0,4000.0,Right,1,4,2,CB,Normal,Europe,38.5,23.833333333333332,36.166666666666664,42.666666666666664,66.4,72.0,3,Defender
27,185.42,77.1,66,68,650000.0,1000.0,Right,1,2,2,CB,Lean,Europe,49.0,22.5,33.833333333333336,52.666666666666664,66.4,70.25,2,Defender
30,187.96,79.8,67,67,600000.0,3000.0,Right,1,3,2,CB,Stocky,Europe,50.0,37.666666666666664,45.5,58.666666666666664,66.0,68.25,0,Defender
34,175.26,73.9,66,66,180000.0,4000.0,Right,1,3,2,RB,Normal,Europe,72.5,43.5,56.0,64.66666666666667,62.0,76.0,0,Defender
30,193.04,78.0,66,66,500000.0,4000.0,Right,1,3,2,CB,Lean,Europe,47.0,26.833333333333332,32.833333333333336,41.5,66.0,71.75,0,Defender
20,152.4,74.8,54,71,150000.0,1000.0,Right,1,2,2,ST,Normal,Europe,53.5,55.333333333333336,36.166666666666664,53.333333333333336,25.0,52.75,17,Attacker
31,190.5,107.0,67,67,475000.0,2000.0,Right,1,3,1,GK,Normal,North America,52.5,15.0,25.666666666666668,29.833333333333332,14.4,54.25,0,Goalkeeper
21,175.26,64.0,63,73,600000.0,2000.0,Right,1,3,4,RM,Normal,Europe,90.0,53.666666666666664,52.0,65.66666666666667,33.6,54.25,10,Midfielder
26,175.26,73.0,67,72,850000.0,2000.0,Right,1,3,2,CDM,Lean,South America,70.5,53.0,55.333333333333336,62.5,62.8,63.75,5,Midfielder
22,190.5,73.9,64,72,575000.0,7000.0,Right,1,3,2,CB,Lean,Europe,64.0,45.166666666666664,47.833333333333336,57.166666666666664,62.2,68.25,8,Defender
30,195.58,87.1,68,68,900000.0,3000.0,Left,1,3,3,ST,Lean,Europe,70.0,64.66666666666667,52.5,64.16666666666667,29.4,68.25,0,Attacker
28,185.42,78.0,67,68,725000.0,1000.0,Right,1,3,2,CDM,Lean,Europe,48.5,53.166666666666664,55.333333333333336,62.833333333333336,62.8,76.75,1,Midfielder
23,170.18,69.9,62,68,425000.0,1000.0,Right,1,3,3,CAM,Normal,Europe,74.5,49.833333333333336,59.166666666666664,67.0,33.8,52.75,6,Midfielder
21,182.88,73.0,58,70,200000.0,1000.0,Right,1,4,2,CB,Normal,Europe,64.5,37.166666666666664,48.5,56.333333333333336,54.8,64.5,12,Defender
28,152.4,86.2,62,62,300000.0,1000.0,Left,1,3,2,CM,Stocky,South America,64.0,53.833333333333336,59.166666666666664,62.666666666666664,42.8,65.75,0,Midfielder
19,195.58,84.8,53,71,120000.0,1000.0,Right,1,3,2,ST,Lean,Europe,51.5,49.833333333333336,35.0,43.0,33.6,62.5,18,Attacker
19,154.94,79.8,60,74,450000.0,1000.0,Left,1,4,2,CM,Normal,Europe,75.0,45.333333333333336,51.833333333333336,61.5,58.8,67.75,14,Midfielder
32,185.42,72.1,68,68,525000.0,4000.0,Right,1,4,2,CDM,Lean,Europe,52.5,56.333333333333336,62.833333333333336,64.83333333333333,68.2,70.25,0,Midfielder
20,190.5,69.9,60,77,450000.0,3000.0,Right,1,3,2,CAM,Lean,Europe,61.0,50.833333333333336,54.833333333333336,55.333333333333336,43.4,58.25,17,Midfielder
29,193.04,81.2,80,80,12000000.0,120000.0,Right,3,3,2,CB,Lean,Europe,67.5,46.666666666666664,49.666666666666664,59.833333333333336,80.8,79.0,0,Defender
28,172.72,71.2,68,68,750000.0,5000.0,Right,1,3,3,RB,Normal,Europe,74.5,37.833333333333336,52.0,68.0,65.6,77.0,0,Defender
25,157.48,55.8,69,72,1400000.0,3000.0,Right,1,3,4,CF,Normal,Asia,85.0,63.333333333333336,60.666666666666664,74.33333333333333,29.4,46.5,3,Attacker
26,185.42,82.1,67,70,975000.0,2000.0,Right,1,3,3,ST,Normal,Africa,81.0,61.166666666666664,59.833333333333336,67.5,35.4,63.0,3,Attacker
22,154.94,82.1,68,76,1300000.0,6000.0,Right,1,2,3,ST,Normal,South America,66.5,63.0,42.0,59.5,29.8,59.0,8,Attacker
26,185.42,79.8,71,75,2200000.0,15000.0,Right,1,4,1,GK,Lean,Europe,43.5,14.166666666666666,21.5,40.666666666666664,18.0,48.0,4,Goalkeeper
23,185.42,81.2,65,70,625000.0,1000.0,Right,1,2,2,CB,Normal,Europe,69.0,29.666666666666668,32.666666666666664,49.166666666666664,65.0,69.5,5,Defender
35,182.88,78.0,62,62,90000.0,1000.0,Right,1,2,2,RB,Normal,Europe,69.0,41.5,59.166666666666664,60.666666666666664,60.4,63.0,0,Defender
20,187.96,68.0,71,86,5000000.0,6000.0,Left,1,3,4,RW,Lean,Europe,78.0,50.666666666666664,69.5,73.83333333333333,33.0,52.5,15,Attacker
28,185.42,83.0,63,63,300000.0,3000.0,Left,1,3,2,CB,Normal,Europe,49.0,39.333333333333336,47.166666666666664,55.833333333333336,61.8,64.0,0,Defender
22,185.42,84.8,69,75,1500000.0,4000.0,Left,1,2,2,ST,Stocky,Europe,80.5,65.66666666666667,47.833333333333336,58.166666666666664,27.0,72.0,6,Attacker
31,193.04,87.1,69,69,775000.0,6000.0,Right,1,3,2,CB,Normal,Europe,35.0,24.666666666666668,33.166666666666664,46.0,68.8,63.75,0,Defender
32,185.42,72.1,81,81,16000000.0,44000.0,Right,1,3,4,ST,Lean,South America,69.0,80.0,66.5,73.66666666666667,51.8,80.75,0,Attacker
18,167.64,59.9,63,78,750000.0,1000.0,Right,1,3,2,CM,Normal,Europe,65.5,55.5,53.833333333333336,70.66666666666667,47.0,56.75,15,Midfielder
32,152.4,74.8,71,71,1600000.0,3000.0,Right,1,3,2,CB,Normal,South America,69.0,42.0,51.333333333333336,57.5,70.6,73.25,0,Defender
33,182.88,82.1,77,77,5000000.0,65000.0,Right,2,3,3,CDM,Normal,South America,67.5,58.5,65.33333333333333,65.0,74.0,79.25,0,Midfielder
19,193.04,88.0,60,75,350000.0,1000.0,Left,1,2,1,GK,Normal,North America,25.0,10.833333333333334,24.166666666666668,28.166666666666668,12.2,43.25,15,Goalkeeper
22,185.42,82.1,74,82,7000000.0,39000.0,Right,1,4,2,CB,Normal,Europe,69.5,47.666666666666664,47.0,60.833333333333336,73.8,73.5,8,Defender
34,187.96,81.2,71,71,725000.0,9000.0,Right,2,3,2,CB,Normal,Europe,59.0,66.66666666666667,65.0,65.5,67.2,74.5,0,Defender
25,175.26,74.8,67,70,975000.0,3000.0,Right,1,3,3,LM,Normal,South America,82.0,57.5,61.5,66.83333333333333,28.6,64.5,3,Midfielder
24,175.26,66.2,66,69,825000.0,2000.0,Left,1,3,3,RM,Normal,Europe,78.0,58.0,63.0,70.66666666666667,33.0,58.5,3,Midfielder
25,185.42,69.9,75,78,7000000.0,36000.0,Left,1,2,3,LB,Normal,Europe,71.5,53.666666666666664,68.16666666666667,71.66666666666667,74.0,72.75,3,Defender
26,157.48,68.0,69,70,1200000.0,7000.0,Left,1,4,3,RM,Lean,South America,75.5,66.0,65.5,75.33333333333333,38.4,47.0,1,Midfielder
29,172.72,72.1,66,66,500000.0,2000.0,Right,1,5,3,LB,Normal,Europe,79.0,48.166666666666664,62.666666666666664,72.83333333333333,56.6,71.0,0,Defender
34,154.94,68.9,72,72,950000.0,4000.0,Right,1,3,2,CB,Lean,Europe,46.5,44.166666666666664,42.0,61.0,71.2,78.75,0,Defender
18,182.88,78.0,54,73,120000.0,1000.0,Right,1,3,2,CB,Stocky,South America,65.0,30.0,27.333333333333332,42.833333333333336,52.6,62.5,19,Defender
22,182.88,79.8,68,78,1500000.0,9000.0,Right,1,3,3,ST,Normal,Europe,78.0,62.833333333333336,50.666666666666664,69.16666666666667,32.2,62.75,10,Attacker
25,185.42,72.1,61,66,325000.0,2000.0,Right,1,3,2,CM,Lean,Europe,70.0,46.666666666666664,54.833333333333336,64.33333333333333,58.6,67.0,5,Midfielder
25,152.4,77.1,64,67,575000.0,2000.0,Right,1,3,3,CM,Normal,Europe,84.5,51.666666666666664,55.333333333333336,68.0,55.4,79.75,3,Midfielder
35,187.96,78.9,75,75,2900000.0,38000.0,Right,2,4,4,LW,Lean,Europe,67.0,75.66666666666667,69.83333333333333,72.83333333333333,38.8,66.75,0,Attacker
37,182.88,78.9,69,69,140000.0,2000.0,Right,1,3,3,CB,Lean,Europe,47.5,61.0,70.66666666666667,71.83333333333333,67.6,63.5,0,Defender
21,175.26,68.9,53,68,130000.0,1000.0,Right,1,2,2,RM,Lean,Europe,77.0,44.333333333333336,45.5,56.5,21.4,42.75,15,Midfielder
27,193.04,74.8,64,67,475000.0,2000.0,Left,1,3,2,CB,Normal,Europe,63.5,24.333333333333332,30.333333333333332,50.166666666666664,63.0,71.0,3,Defender
21,152.4,78.9,68,78,1500000.0,6000.0,Right,1,3,3,ST,Normal,Africa,76.0,59.833333333333336,45.333333333333336,61.666666666666664,38.4,62.5,10,Attacker
20,152.4,78.0,59,70,240000.0,1000.0,Right,1,3,2,CDM,Normal,Africa,59.0,38.833333333333336,50.166666666666664,59.0,55.8,59.5,11,Midfielder
24,154.94,81.2,83,88,34000000.0,85000.0,Right,2,3,3,CM,Normal,Europe,70.5,74.83333333333333,76.0,77.33333333333333,76.4,83.75,5,Midfielder
26,185.42,78.9,60,63,180000.0,2000.0,Left,1,2,1,GK,Normal,Europe,27.0,11.833333333333334,15.833333333333334,28.166666666666668,11.6,35.5,3,Goalkeeper
30,182.88,74.8,75,75,4300000.0,8000.0,Right,1,3,1,GK,Normal,South America,49.5,21.666666666666668,30.833333333333332,43.5,20.0,58.75,0,Goalkeeper
27,182.88,78.0,78,79,12000000.0,95000.0,Right,2,4,3,ST,Normal,Europe,72.5,79.16666666666667,66.66666666666667,74.5,38.8,75.5,1,Attacker
26,182.88,73.0,67,71,825000.0,10000.0,Left,1,3,3,LB,Lean,Europe,67.5,47.166666666666664,61.833333333333336,65.33333333333333,63.6,65.5,4,Defender
27,154.94,73.9,66,67,625000.0,7000.0,Left,1,2,2,LB,Normal,Africa,73.0,35.0,48.666666666666664,62.833333333333336,65.0,76.0,1,Defender
23,175.26,76.2,70,78,2200000.0,10000.0,Right,1,3,3,RB,Normal,Europe,74.0,48.166666666666664,57.666666666666664,68.16666666666667,67.0,66.25,8,Defender
21,185.42,83.0,58,70,180000.0,1000.0,Right,1,2,1,GK,Normal,South America,30.5,19.833333333333332,37.833333333333336,38.166666666666664,23.8,52.75,12,Goalkeeper
32,187.96,81.2,72,72,2000000.0,20000.0,Right,1,3,3,RB,Normal,Europe,80.0,59.5,61.5,65.66666666666667,65.4,74.25,0,Defender
22,185.42,74.8,65,75,675000.0,4000.0,Right,1,3,1,GK,Normal,Europe,45.5,16.833333333333332,29.666666666666668,40.5,24.2,39.75,10,Goalkeeper
31,154.94,74.8,74,74,4200000.0,21000.0,Right,2,4,3,CDM,Normal,Europe,70.5,61.833333333333336,65.66666666666667,69.16666666666667,70.8,75.75,0,Midfielder
35,170.18,79.8,77,77,4500000.0,24000.0,Right,3,3,4,CAM,Stocky,South America,71.5,75.33333333333333,72.0,75.83333333333333,44.8,70.0,0,Midfielder
33,195.58,86.2,80,80,8500000.0,25000.0,Right,2,3,1,GK,Lean,Europe,48.5,13.5,26.166666666666668,40.5,16.0,53.5,0,Goalkeeper
34,172.72,69.9,70,70,1100000.0,3000.0,Right,1,3,3,ST,Normal,South America,70.0,69.66666666666667,55.833333333333336,69.33333333333333,47.0,60.0,0,Attacker
27,162.56,59.9,70,71,2100000.0,3000.0,Right,1,4,3,CAM,Lean,South America,73.5,53.333333333333336,62.0,69.66666666666667,23.0,35.0,1,Midfielder
34,182.88,74.8,65,65,220000.0,3000.0,Right,1,3,2,CDM,Normal,Oceania,49.5,56.0,57.666666666666664,63.166666666666664,61.8,74.0,0,Midfielder
29,185.42,79.8,76,77,6000000.0,3000.0,Left,1,3,1,GK,Normal,South America,45.0,20.833333333333332,26.833333333333332,39.833333333333336,20.8,48.25,1,Goalkeeper
20,175.26,76.2,66,76,875000.0,6000.0,Left,1,3,2,LB,Normal,North America,69.0,46.166666666666664,52.0,59.5,67.2,67.25,10,Defender
29,182.88,82.1,67,69,650000.0,2000.0,Right,1,2,1,GK,Normal,South America,43.5,18.0,20.833333333333332,35.666666666666664,16.8,47.5,2,Goalkeeper
30,152.4,77.1,81,81,17500000.0,15000.0,Left,3,2,4,RW,Normal,North America,79.0,78.33333333333333,76.16666666666667,81.0,34.8,66.5,0,Attacker
21,175.26,71.2,57,72,230000.0,1000.0,Left,1,2,2,LM,Normal,South America,73.5,45.666666666666664,46.333333333333336,58.833333333333336,44.2,55.0,15,Midfielder
21,175.26,69.9,68,74,1000000.0,4000.0,Left,1,4,3,LB,Normal,Europe,68.5,58.5,65.83333333333333,68.16666666666667,61.8,72.25,6,Defender
24,175.26,69.9,65,70,625000.0,1000.0,Right,1,2,2,CB,Lean,South America,61.0,31.333333333333332,47.833333333333336,50.833333333333336,63.4,70.0,5,Defender
22,170.18,73.9,57,65,160000.0,2000.0,Right,1,3,2,ST,Normal,Europe,80.5,50.166666666666664,38.0,64.5,26.2,60.0,8,Attacker
18,185.42,74.8,61,77,475000.0,2000.0,Right,1,3,2,CB,Lean,Europe,54.0,32.666666666666664,29.0,45.166666666666664,66.0,62.25,16,Defender
35,182.88,78.0,70,70,550000.0,2000.0,Right,1,2,2,CB,Normal,South America,49.0,36.5,42.0,57.666666666666664,69.8,74.25,0,Defender
20,175.26,71.2,58,66,180000.0,1000.0,Right,1,3,2,CM,Normal,South America,63.5,47.666666666666664,52.333333333333336,56.166666666666664,50.8,56.25,8,Midfielder
33,172.72,73.0,76,76,6000000.0,36000.0,Left,1,3,5,CAM,Normal,South America,62.5,73.66666666666667,75.83333333333333,78.83333333333333,45.8,47.5,0,Midfielder
24,185.42,81.2,60,65,230000.0,4000.0,Right,1,3,2,RB,Normal,North America,65.5,52.333333333333336,50.333333333333336,54.0,54.2,62.5,5,Defender
19,170.18,68.0,61,76,550000.0,1000.0,Right,1,3,3,CAM,Lean,South America,66.5,52.166666666666664,54.333333333333336,59.166666666666664,45.2,62.75,15,Midfielder
20,182.88,72.1,57,68,180000.0,1000.0,Right,1,3,3,RW,Lean,Europe,82.0,46.0,50.0,55.0,37.8,45.0,11,Attacker
18,185.42,82.1,50,70,50000.0,1000.0,Right,1,2,2,CB,Normal,Europe,51.0,18.5,31.5,45.0,48.8,52.25,20,Defender
19,152.4,69.9,52,70,110000.0,1000.0,Right,1,3,2,LM,Normal,Europe,65.5,46.833333333333336,43.5,56.833333333333336,33.8,43.5,18,Midfielder
23,195.58,74.8,70,79,2100000.0,15000.0,Left,1,2,1,GK,Normal,Europe,35.0,17.833333333333332,20.0,32.166666666666664,12.2,30.75,9,Goalkeeper
26,152.4,84.8,66,69,825000.0,5000.0,Right,1,3,2,ST,Stocky,Europe,77.0,63.0,46.5,64.5,37.0,66.75,3,Attacker
29,152.4,81.2,65,65,550000.0,4000.0,Right,1,4,3,RM,Normal,Europe,78.5,61.833333333333336,59.5,67.33333333333333,41.2,62.75,0,Midfielder
20,172.72,69.9,62,78,600000.0,6000.0,Right,1,3,2,CDM,Normal,Europe,63.5,51.0,54.166666666666664,61.5,60.2,59.25,16,Midfielder
25,190.5,89.8,71,75,3100000.0,32000.0,Right,1,3,3,ST,Stocky,Europe,55.5,70.33333333333333,60.166666666666664,63.333333333333336,34.0,69.25,4,Attacker
21,185.42,72.1,63,74,650000.0,2000.0,Right,1,2,3,ST,Lean,Europe,81.0,57.0,51.0,64.66666666666667,25.6,61.5,11,Attacker
27,154.94,66.2,79,80,15000000.0,77000.0,Right,1,3,4,ST,Normal,Europe,88.0,75.16666666666667,60.333333333333336,75.16666666666667,41.2,72.75,1,Attacker
25,182.88,77.1,64,67,550000.0,4000.0,Right,1,3,3,CM,Normal,Europe,73.0,56.833333333333336,61.5,67.83333333333333,56.8,74.25,3,Midfielder
36,182.88,77.1,70,70,825000.0,4000.0,Right,1,3,3,ST,Normal,North America,47.5,73.33333333333333,57.5,65.0,51.2,70.0,0,Attacker
27,187.96,92.1,77,78,10500000.0,56000.0,Right,1,3,2,ST,Normal,Oceania,71.5,76.33333333333333,59.333333333333336,69.66666666666667,44.2,76.5,1,Attacker
22,152.4,78.0,59,68,210000.0,1000.0,Left,1,2,2,LB,Normal,Europe,70.5,37.333333333333336,43.666666666666664,59.333333333333336,56.0,64.0,9,Defender
36,175.26,68.0,62,62,70000.0,2000.0,Left,1,3,2,LB,Normal,Europe,59.0,47.833333333333336,59.0,62.0,59.0,69.25,0,Defender
24,182.88,73.9,65,72,775000.0,3000.0,Right,1,3,2,ST,Normal,Europe,62.5,63.5,45.833333333333336,60.833333333333336,33.4,57.75,7,Attacker
32,154.94,73.0,65,65,350000.0,3000.0,Right,1,3,2,RB,Lean,Europe,62.5,46.166666666666664,54.666666666666664,62.166666666666664,63.6,69.5,0,Defender
18,182.88,72.1,60,78,425000.0,4000.0,Right,1,3,2,CAM,Normal,Europe,68.5,53.5,55.666666666666664,61.666666666666664,51.8,59.25,18,Midfielder
26,185.42,73.9,66,69,825000.0,5000.0,Right,1,3,2,ST,Stocky,Europe,61.0,61.833333333333336,44.666666666666664,64.83333333333333,32.6,75.5,3,Attacker
31,154.94,73.0,72,72,2300000.0,31000.0,Right,2,3,2,CDM,Lean,South America,43.5,52.166666666666664,56.833333333333336,67.0,72.0,73.5,0,Midfielder
28,190.5,83.9,71,73,2300000.0,9000.0,Right,1,3,2,CB,Stocky,Africa,60.5,34.5,41.166666666666664,52.666666666666664,69.4,72.0,2,Defender
20,187.96,79.8,57,68,130000.0,1000.0,Right,1,2,1,GK,Normal,Europe,45.0,10.5,16.833333333333332,29.166666666666668,12.4,39.25,11,Goalkeeper
21,170.18,67.1,61,75,550000.0,6000.0,Right,1,3,2,CM,Lean,Europe,68.0,47.666666666666664,54.0,61.333333333333336,51.4,56.5,14,Midfielder
19,175.26,68.9,54,71,140000.0,1000.0,Right,1,3,2,ST,Lean,Africa,68.5,53.666666666666664,40.0,53.666666666666664,24.4,48.25,17,Attacker
29,185.42,78.0,75,76,6000000.0,24000.0,Right,2,3,2,CB,Normal,South America,62.0,47.666666666666664,50.833333333333336,66.16666666666667,74.0,78.0,1,Defender
20,175.26,66.2,54,68,130000.0,1000.0,Right,1,2,2,CDM,Lean,South America,67.0,37.833333333333336,45.333333333333336,57.166666666666664,52.6,57.75,14,Midfielder
20,172.72,73.0,63,70,525000.0,2000.0,Right,1,3,3,ST,Normal,North America,70.0,59.666666666666664,57.166666666666664,65.33333333333333,44.8,49.5,7,Attacker
20,193.04,88.0,60,76,425000.0,2000.0,Right,1,3,2,CB,Lean,Europe,70.0,32.666666666666664,36.166666666666664,45.666666666666664,59.2,67.0,16,Defender
26,193.04,92.1,70,75,2000000.0,14000.0,Right,1,3,2,CB,Normal,Europe,55.0,35.0,35.5,47.833333333333336,70.4,73.25,5,Defender
24,190.5,79.8,60,65,270000.0,4000.0,Right,1,4,2,CM,Normal,Africa,71.5,49.666666666666664,55.166666666666664,58.833333333333336,56.2,64.0,5,Midfielder
22,152.4,78.0,56,67,150000.0,1000.0,Right,1,3,2,CM,Normal,Oceania,64.5,42.333333333333336,48.0,58.5,47.6,63.25,11,Midfielder
33,185.42,83.0,74,74,3200000.0,7000.0,Right,1,3,1,GK,Normal,South America,47.5,15.666666666666666,20.333333333333332,45.333333333333336,15.4,47.0,0,Goalkeeper
26,175.26,71.2,64,67,575000.0,1000.0,Right,1,3,3,CAM,Normal,South America,71.0,53.833333333333336,63.666666666666664,65.83333333333333,51.0,54.0,3,Midfielder
27,175.26,69.9,69,70,1000000.0,4000.0,Left,1,4,3,LB,Normal,Europe,78.0,61.333333333333336,68.83333333333333,68.16666666666667,60.8,67.0,1,Defender
19,182.88,69.9,63,76,575000.0,1000.0,Right,1,3,2,RB,Normal,Europe,71.5,46.333333333333336,52.5,60.0,58.6,62.5,13,Defender
19,185.42,74.8,51,66,70000.0,1000.0,Right,1,3,2,CB,Normal,Europe,60.5,29.833333333333332,31.5,44.166666666666664,48.0,56.0,15,Defender
21,172.72,66.2,78,87,16000000.0,49000.0,Left,1,4,3,RW,Normal,Europe,84.0,73.5,73.5,78.33333333333333,38.6,49.5,9,Attacker
24,152.4,69.9,70,74,2300000.0,9000.0,Left,1,2,4,RM,Normal,Europe,91.0,59.0,62.666666666666664,76.5,30.6,60.25,4,Midfielder
26,182.88,83.9,72,74,3200000.0,6000.0,Right,1,3,3,CDM,Stocky,Europe,68.5,71.33333333333333,60.166666666666664,65.83333333333333,66.8,78.75,2,Midfielder
23,170.18,74.8,51,58,50000.0,2000.0,Right,1,3,2,CM,Normal,Asia,63.5,37.833333333333336,44.333333333333336,59.5,45.8,67.75,7,Midfielder
29,182.88,82.1,69,69,850000.0,8000.0,Right,1,3,2,CDM,Stocky,Asia,55.5,47.166666666666664,50.166666666666664,64.5,63.2,74.5,0,Midfielder
21,154.94,73.0,50,59,40000.0,1000.0,Right,1,1,2,CB,Lean,Asia,55.0,27.0,28.333333333333332,40.333333333333336,51.6,54.5,9,Defender
23,193.04,76.2,63,67,475000.0,2000.0,Right,1,3,3,CAM,Lean,South America,68.5,48.166666666666664,55.166666666666664,62.166666666666664,51.4,57.5,4,Midfielder
20,190.5,88.0,60,71,325000.0,1000.0,Right,1,3,2,CB,Normal,South America,66.0,34.166666666666664,34.833333333333336,44.333333333333336,60.0,64.25,11,Defender
35,170.18,67.1,74,74,2800000.0,19000.0,Right,1,4,4,CAM,Lean,South America,67.0,67.5,67.0,77.33333333333333,33.8,50.0,0,Midfielder
31,185.42,84.8,75,75,4900000.0,13000.0,Left,1,3,2,CB,Normal,South America,59.5,46.833333333333336,61.333333333333336,57.666666666666664,72.8,73.5,0,Defender
28,193.04,88.0,73,75,3200000.0,8000.0,Right,1,2,1,GK,Normal,South America,42.5,16.833333333333332,27.833333333333332,38.0,17.0,44.25,2,Goalkeeper
27,182.88,76.2,69,69,925000.0,6000.0,Right,1,3,2,CDM,Normal,South America,65.0,57.0,59.5,63.166666666666664,67.2,71.0,0,Midfielder
30,182.88,84.8,76,76,7500000.0,25000.0,Right,2,4,3,LM,Normal,South America,82.0,70.83333333333333,66.0,70.5,42.4,82.75,0,Midfielder
23,182.88,74.8,73,82,5500000.0,13000.0,Right,1,4,2,CB,Lean,Europe,68.0,31.0,51.0,66.33333333333333,73.0,68.0,9,Defender
28,182.88,74.8,80,81,13500000.0,51000.0,Right,2,3,2,CDM,Lean,Europe,59.0,59.0,66.83333333333333,71.16666666666667,80.4,81.0,1,Midfielder
24,170.18,74.8,72,78,4300000.0,9000.0,Right,1,3,4,RW,Normal,Europe,78.5,67.33333333333333,66.0,76.66666666666667,32.0,52.75,6,Attacker
38,154.94,74.8,67,67,260000.0,6000.0,Left,1,2,3,CAM,Lean,Europe,41.0,70.5,73.0,59.666666666666664,61.2,52.75,0,Midfielder
24,182.88,76.2,76,82,10500000.0,20000.0,Right,1,3,3,CM,Lean,Europe,61.5,67.5,69.16666666666667,71.66666666666667,67.6,73.0,6,Midfielder
30,170.18,72.1,74,74,5500000.0,12000.0,Right,1,4,4,ST,Normal,South America,77.5,73.5,68.83333333333333,75.33333333333333,37.8,67.0,0,Attacker
26,182.88,77.1,68,71,925000.0,4000.0,Right,1,3,2,RB,Normal,Europe,71.5,39.333333333333336,51.833333333333336,63.833333333333336,67.2,68.5,3,Defender
25,152.4,69.9,79,82,15500000.0,28000.0,Right,1,3,3,CM,Normal,Europe,63.0,69.83333333333333,79.0,75.5,71.4,68.0,3,Midfielder
28,175.26,69.9,70,70,1900000.0,6000.0,Right,1,3,3,LM,Normal,Europe,64.0,67.83333333333333,71.0,67.5,53.4,63.75,0,Midfielder
23,187.96,79.8,61,65,230000.0,1000.0,Right,1,3,1,GK,Normal,Europe,40.0,10.833333333333334,18.833333333333332,32.833333333333336,13.2,41.0,4,Goalkeeper
28,154.94,73.9,83,83,27000000.0,38000.0,Left,2,3,4,CAM,Lean,Europe,80.5,74.5,80.33333333333333,79.33333333333333,49.2,59.75,0,Midfielder
31,152.4,73.0,71,71,1700000.0,7000.0,Left,1,3,2,LB,Normal,Europe,71.0,51.0,65.16666666666667,68.5,66.8,74.75,0,Defender
25,175.26,68.9,59,62,160000.0,2000.0,Right,1,2,2,LB,Normal,Asia,64.5,41.666666666666664,41.0,58.833333333333336,58.4,66.5,3,Defender
24,172.72,68.0,51,57,50000.0,2000.0,Right,1,3,2,RW,Stocky,Asia,70.5,48.833333333333336,38.0,57.0,29.4,46.75,6,Attacker
37,187.96,79.8,62,62,40000.0,2000.0,Left,1,2,2,CB,Lean,Asia,40.5,58.5,56.333333333333336,53.333333333333336,61.6,61.5,0,Defender
22,154.94,73.0,58,68,210000.0,2000.0,Right,1,3,3,CAM,Normal,Asia,74.5,52.833333333333336,55.666666666666664,60.333333333333336,46.0,65.75,10,Midfielder
29,172.72,69.9,71,71,2400000.0,11000.0,Right,1,4,3,LM,Lean,Asia,80.5,60.333333333333336,65.66666666666667,71.83333333333333,36.2,68.75,0,Midfielder
24,175.26,67.1,58,64,180000.0,2000.0,Right,1,3,2,ST,Normal,Asia,74.5,56.333333333333336,42.5,59.333333333333336,34.2,68.5,6,Attacker
26,175.26,74.8,78,81,10500000.0,23000.0,Right,1,4,3,RB,Stocky,Europe,84.0,63.5,65.16666666666667,75.83333333333333,72.0,83.75,3,Defender
21,182.88,74.8,67,75,1100000.0,3000.0,Right,1,3,3,CM,Lean,Europe,64.5,59.166666666666664,60.166666666666664,68.5,59.2,56.25,8,Midfielder
26,170.18,64.9,75,76,8000000.0,8000.0,Left,2,4,4,CAM,Lean,Europe,67.5,68.5,72.83333333333333,74.83333333333333,38.4,54.75,1,Midfielder
28,172.72,76.2,76,77,7000000.0,26000.0,Left,1,3,3,LB,Normal,Europe,72.0,51.5,64.5,72.0,72.2,76.75,1,Defender
27,175.26,68.9,72,72,3300000.0,20000.0,Right,1,4,3,CAM,Lean,South America,85.0,64.83333333333333,70.66666666666667,74.0,39.8,50.5,0,Midfielder
